Key	Korean	English
PropertyGrid.DisplayName.Scale_Y_(%)	Y 스케일(%)	Scale Y (%)
PropertyGrid.DisplayName.Step_Name	Step 이름	Step Name
PropertyGrid.DisplayName.Use_Metric_Max	최대 지표 사용	Use Metric Max
PropertyGrid.DisplayName.Use_Metric_Min	최소 지표 사용	Use Metric Min
VisionTest.InputLayer	입력 레이어	Input Layer
VisionTest.OutputLayer	출력 레이어	Output Layer
VisionTest.Run	실행	Run
VisionTest.Details	상세	Details
VisionTest.NoInputImage	입력 이미지 없음	No input image
VisionTest.SelectInputLayer	입력 레이어를 선택하십시오.	Select an input layer.
VisionTest.NoOutputYet	출력 결과 없음	No output yet
VisionTest.RunToolToViewResult	Tool을 실행하면 결과가 표시됩니다.	Run the tool to view the result.
VisionTest.CreateOutputLayer	새 출력 레이어를 생성합니다.	Create Output Layer
VisionTest.Help	도움말	Help
VisionTest.DefaultTitle	검사 Tool	Vision Tool
VisionTest.DefaultStep	Vision Step	Vision Step
VisionTest.Running	실행 중	Running
VisionTest.Completed	실행 완료	Completed
VisionTest.ResultPublished	결과 표시 완료: {0}	Result published: {0}
VisionTest.RunFailedFormat	{0} 실행 실패.\r\n{1}	{0} failed.\r\n{1}
VisionTest.Error.SourceImageNotLoaded	입력 이미지가 로드되지 않았습니다.	Source image is not loaded.
VisionTest.Error.ToolReturnedNoResult	Vision Tool이 결과 객체를 반환하지 않았습니다.	Vision tool returned no result.
VisionTest.Error.ResultImageEmpty	Vision Tool 결과 이미지가 비어 있습니다.	Vision tool result image is empty.
VisionTest.Error.ToolExecutionFailed	Tool 실행에 실패했습니다.	Tool execution failed.
VisionPipelineFormBridge.Title	파이프라인	Pipeline
VisionPipelineFormBridge.AddPipeline	파이프라인 추가	Add Pipeline
VisionPipelineFormBridge.Added	파이프라인에 추가했습니다.\r\nStep: {0}	Added to Pipeline.\r\nStep: {0}
LineForm.Text	라인 / 거리 측정	Line
LineForm.btnResult.Text	상세	Details
LineForm.btnRun.Text	피팅 라인	Fit Line
LineForm.rjButton1.Text	에지 검출	Edge
LineForm.btnVerLineRun.Text	수직선 거리	Vertical Line
LineForm.rdoLeftEdgePara.Text	에지(L)	Edge(L)
LineForm.rdoRightEdgePara.Text	에지(R)	Edge(R)
LineForm.btnResult.ToolTip	검출 상세 결과를 확인합니다.	Show detailed detection results.
LineForm.btnRun.ToolTip	좌/우 에지를 피팅해서 교차 라인을 계산합니다.	Fit left/right edges and calculate the intersection line.
LineForm.rjButton1.ToolTip	선택한 에지 파라미터로 에지 위치를 검출합니다.	Detect the edge with the selected edge parameter.
LineForm.btnVerLineRun.ToolTip	좌/우 에지로 수직 거리 측정 라인을 계산합니다.	Calculate vertical measurement lines from left/right edges.
LineForm.rdoLeftEdgePara.ToolTip	왼쪽 에지 파라미터를 편집합니다.	Edit the left edge parameter.
LineForm.rdoRightEdgePara.ToolTip	오른쪽 에지 파라미터를 편집합니다.	Edit the right edge parameter.
LineForm.Run.FitLine	피팅 라인	Fit Line
LineForm.Run.Edge	에지 검출	Line Edge
LineForm.Run.VerticalLine	수직선 거리	Vertical Line Intersection
MatchingForm.Text	패턴 매칭	Matching
MatchingForm.btnRun.Text	실행	Run
MatchingForm.groupBoxMatchReview.Text	매칭 검토	Match Review
MatchingForm.lblTemplateTitle.Text	매칭 템플릿	Template to Match
MatchingForm.lblDetectedTitle.Text	검출 영역	Detected Crop
MatchingForm.lblMatchSummaryTitle.Text	매칭 결과	Match Result
MatchingForm.RunName	패턴 매칭	Matching
MatchingForm.State.RunToCompare	매칭을 실행하면 비교 결과가 표시됩니다.	Run matching to compare.
MatchingForm.State.TemplateChanged	템플릿이 변경되었습니다.	Template changed.
MatchingForm.State.NoMatch	매칭 결과가 없습니다.	No match.
MatchingForm.Summary.Template	템플릿	Template
MatchingForm.Summary.Crop	검출 영역	Crop
MatchingForm.Summary.Score	점수	Score
MatchingForm.Summary.Center	중심	Center
MatchingForm.Summary.Size	크기	Size
MatchingForm.Summary.Count	개수	Count
MatchingForm.Summary.Overlay	오버레이	Overlay
MatchingForm.Summary.Output	출력	Output
MatchingForm.Summary.State	상태	State
FeatureMatchingForm.Text	특징 매칭	Feature Matching
FeatureMatchingForm.btnRun.Text	실행	Run
FeatureMatchingForm.groupBoxFeatureReview.Text	특징 매칭 검토	Feature Review
FeatureMatchingForm.lblTemplateTitle.Text	특징 템플릿	Feature Template
FeatureMatchingForm.lblDetectedTitle.Text	검출 영역	Detected Crop
FeatureMatchingForm.lblFeatureSummaryTitle.Text	특징 매칭 결과	Feature Result
FeatureMatchingForm.RunName	특징 매칭	Feature Matching
FeatureMatchingForm.State.RunToCompare	특징 매칭을 실행하면 비교 결과가 표시됩니다.	Run feature matching to compare.
FeatureMatchingForm.State.TemplateChanged	템플릿이 변경되었습니다.	Template changed.
FeatureMatchingForm.State.NoMatch	특징 매칭 결과가 없습니다.	No feature match.
FeatureMatchingForm.Summary.Template	템플릿	Template
FeatureMatchingForm.Summary.Crop	검출 영역	Crop
FeatureMatchingForm.Summary.Score	점수	Score
FeatureMatchingForm.Summary.Center	중심	Center
FeatureMatchingForm.Summary.Size	크기	Size
FeatureMatchingForm.Summary.Count	개수	Count
FeatureMatchingForm.Summary.Angle	각도	Angle
FeatureMatchingForm.Summary.Overlay	오버레이	Overlay
FeatureMatchingForm.Summary.Output	출력	Output
FeatureMatchingForm.Summary.State	상태	State
AiRecipe.LayerFlow.RunPreviewFirst	FLOW NG | Preview를 실행하고 Step을 선택한 뒤 Layer Flow를 수정하십시오.	FLOW NG | Run Preview and select a step before editing layer flow.
AiRecipe.LayerFlow.PreviousOutputMissing	FLOW NG | 이전 출력 레이어를 찾을 수 없습니다.	FLOW NG | Previous output layer was not found.
AiRecipe.LayerFlow.InputRequired	FLOW NG | 입력 레이어가 필요합니다.	FLOW NG | Input Layer is required.
AiRecipe.LayerFlow.OutputRequired	FLOW NG | 출력 레이어가 필요합니다.	FLOW NG | Output Layer is required.
AiRecipe.LayerFlow.Applied	FLOW | Step {0:00} {1} | Input {2} -> {3}, Output {4} -> {5}{6}.	FLOW | Step {0:00} {1} | Input {2} -> {3}, Output {4} -> {5}{6}.
AiRecipe.LayerFlow.BranchAllowed	, 분기=허용	, Branch=Allowed
AiRecipe.LayerFlow.RunningPreview	FLOW | 변경된 Layer Flow로 Preview를 실행합니다.	FLOW | Running Preview with the changed layer flow.
AiRecipe.LayerFlow.RerunPreview	FLOW | 변경된 Layer Flow를 확인하려면 Preview를 다시 실행하십시오.	FLOW | Re-run Preview to verify the changed layer flow.
AiRecipe.LayerFlow.ValidationStillHasErrors	FLOW NG | Layer Flow 수정 후에도 검증 오류가 남아 있습니다.	FLOW NG | Validation still has errors after layer flow edit.
RotateScale.Text	회전 / 스케일	Rotate / Scale
RotateScale.RunName	회전 / 스케일	Rotate / Scale
RotateScale.PreviewRunName	회전 / 스케일 미리보기	Rotate / Scale Preview
RotateScale.groupBox3.Text	입력 레이어	Input Layer
RotateScale.groupBox4.Text	출력 레이어	Output Layer
RotateScale.rjLabel4.Text	회전 각도	Rotate
RotateScale.rjLabelScaleX.Text	가로 스케일 (%)	Scale X (%)
RotateScale.rjLabelScaleY.Text	세로 스케일 (%)	Scale Y (%)
RotateScale.rjButton1.Text	회전 / 스케일 실행	Run Rotate / Scale
RotateScale.cbLayerList.ToolTip	변환할 원본 이미지를 선택합니다.	Select the source image to transform.
RotateScale.cbLayerList2.ToolTip	변환 결과를 기록할 레이어를 선택합니다.	Select the layer that receives the transformed image.
RotateScale.btnNewPanel_Desty.ToolTip	새 출력 레이어를 추가합니다.	Add a new output layer.
RotateScale.trbRotate.ToolTip	회전 각도를 조정합니다.	Adjust the rotation angle.
RotateScale.trbScaleX.ToolTip	가로 확대/축소 비율을 조정합니다.	Adjust horizontal scale.
RotateScale.trbScaleY.ToolTip	세로 확대/축소 비율을 조정합니다.	Adjust vertical scale.
RotateScale.Error.InputImageEmpty	입력 이미지가 없습니다.	Input image is empty.
RotateScale.Error.SourceImageEmpty	원본 이미지가 없습니다.	Source image is empty.
PipelineBatch.Text	파이프라인 배치 실행	Pipeline Batch Run
PipelineBatch.sampleSetsLabel.Text	샘플 세트	Sample Sets
PipelineBatch.batchResultsLabel.Text	배치 결과	Batch Results
PipelineBatch.stepPreviewLabel.Text	Step 미리보기	Step Preview
PipelineBatch.batchStatusLabel.Text	대기	Ready
PipelineBatch.btnSelectAll.Text	전체	All
PipelineBatch.btnClear.Text	해제	Clear
PipelineBatch.btnRefresh.Text	새로고침	Refresh
PipelineBatch.btnCancel.Text	취소	Cancel
PipelineBatch.btnRunFailed.Text	실패 재실행	Run Failed
PipelineBatch.btnRunAll.Text	전체 실행	Run All
PipelineBatch.btnRunSelected.Text	선택 실행	Run Checked
PipelineBatch.btnOpenSummary.Text	결과 폴더	Open Summary
PipelineBatch.btnHistory.Text	이력	History
PipelineBatch.resultSampleColumn.HeaderText	샘플	Sample
PipelineBatch.resultStatusColumn.HeaderText	상태	Status
PipelineBatch.resultSuccessColumn.HeaderText	판정	Pass
PipelineBatch.resultElapsedColumn.HeaderText	ms	ms
PipelineBatch.resultFailedStepColumn.HeaderText	실패 Step	Failed Step
PipelineBatch.resultMessageColumn.HeaderText	메시지	Message
PipelineBatch.stepIndexColumn.HeaderText	No	No
PipelineBatch.stepStatusColumn.HeaderText	상태	Status
PipelineBatch.stepAcceptanceColumn.HeaderText	허용	Accept
PipelineBatch.stepNameColumn.HeaderText	이름	Name
PipelineBatch.stepToolColumn.HeaderText	Tool	Tool
PipelineBatch.stepElapsedColumn.HeaderText	ms	ms
PipelineBatch.stepImageColumn.HeaderText	이미지	Image
PipelineBatch.stepOverlayColumn.HeaderText	오버레이	Overlay
PipelineBatch.stepMetricColumn.HeaderText	메트릭	Metric
PipelineBatch.stepErrorColumn.HeaderText	에러	Error
PipelineBatch.stepResultStatusColumn.HeaderText	결과	Result
PipelineBatch.stepMessageColumn.HeaderText	메시지	Message
PipelineBatch.stepAcceptanceMessageColumn.HeaderText	허용 조건	Acceptance
PipelineBatch.stepDiagnosticHintColumn.HeaderText	진단	Diagnostic
PipelineBatch.stepSuggestedFixColumn.HeaderText	수정 제안	Suggested Fix
PipelineBatch.metricNameColumn.HeaderText	메트릭	Metric
PipelineBatch.metricValueColumn.HeaderText	값	Value
PipelineBatch.NoSampleSets	샘플 세트가 없습니다. 먼저 Pipeline Samples 창에서 샘플 세트를 저장하십시오.	No sample sets. Save sample sets from the Pipeline Samples window first.
PipelineBatch.SamplesCount	샘플: {0}	Samples: {0}
PipelineBatch.MessageTitle	파이프라인 배치	Pipeline Batch
PipelineBatch.NoFailedSample	재실행할 실패 샘플이 없습니다.	No failed sample to run.
PipelineBatch.NoSampleSetSelected	선택된 샘플 세트가 없습니다.	No sample set selected.
PipelineBatch.CancelRequested	취소 요청됨. 현재 Step이 중지될 때까지 대기합니다.	Cancel requested. Waiting for the current step to stop.
PipelineBatch.ReadyToRun	{0}개 샘플 실행 준비.	Ready to run {0} sample(s).
PipelineBatch.BatchFinished	배치 완료. 전체: {0}, Pass: {1}, Fail: {2}	Batch finished. Total: {0}, Pass: {1}, Fail: {2}
PipelineBatch.Elapsed	소요 시간: {0:0.0} ms	Elapsed: {0:0.0} ms
PipelineBatch.SummaryPath	요약: {0}	Summary: {0}
PipelineBatch.SummarySaveFailed	요약 저장 실패.	Summary save failed.
PipelineBatch.SummarySaveFailedDetail	배치 요약 저장 실패: {0}	Batch summary save failed: {0}
PipelineBatch.BatchCanceled	배치가 취소되었습니다.	Batch canceled.
PipelineBatch.NoBatchResultSelected	선택된 배치 결과가 없습니다.	No batch result selected.
PipelineBatch.Sample	샘플: {0}	Sample: {0}
PipelineBatch.StatusLine	상태: {0}   성공: {1}   전체: {2:0.0} ms	Status: {0}   Success: {1}   Total: {2:0.0} ms
PipelineBatch.Message	메시지: {0}	Message: {0}
PipelineBatch.Report	리포트: {0}	Report: {0}
PipelineBatch.NoBatchResult	배치 결과가 없습니다.	No batch result.
PipelineBatch.NoStep	(Step 없음)	(no step)
PipelineBatch.None	없음	None
PipelineBatch.Summary	요약: 전체 {0}, Pass {1}, Fail {2}	Summary: Total {0}, Pass {1}, Fail {2}
PipelineBatch.StatusSummary	상태: {0}	Status: {0}
PipelineBatch.FailedSteps	실패 Step: {0}	Failed Steps: {0}
PipelineBatch.Filter.All	전체	All
PipelineBatch.Filter.Failed	실패	Failed
PipelineBatch.Filter.Passed	통과	Passed
PipelineBatch.Filter.Invalid	잘못된 설정	Invalid
PipelineBatch.Filter.Error	오류	Error
PipelineBatch.Filter.Timeout	시간 초과	Timeout
PipelineBatch.Filter.Cancel	취소	Cancel
PipelineHistory.Text	파이프라인 실행 이력	Pipeline Run History
PipelineHistory.btnRefresh.Text	새로고침	Refresh
PipelineHistory.btnOpenFolder.Text	폴더 열기	Open Folder
PipelineHistory.stepIndexColumn.HeaderText	No	No
PipelineHistory.stepStatusColumn.HeaderText	상태	Status
PipelineHistory.stepAcceptanceColumn.HeaderText	허용	Accept
PipelineHistory.stepNameColumn.HeaderText	이름	Name
PipelineHistory.stepToolColumn.HeaderText	Tool	Tool
PipelineHistory.stepElapsedColumn.HeaderText	ms	ms
PipelineHistory.stepImageColumn.HeaderText	이미지	Image
PipelineHistory.stepOverlayColumn.HeaderText	오버레이	Overlay
PipelineHistory.stepMetricColumn.HeaderText	메트릭	Metric
PipelineHistory.stepErrorColumn.HeaderText	에러	Error
PipelineHistory.stepResultStatusColumn.HeaderText	결과	Result
PipelineHistory.stepMessageColumn.HeaderText	메시지	Message
PipelineHistory.stepAcceptanceMessageColumn.HeaderText	허용 조건	Acceptance
PipelineHistory.stepDiagnosticHintColumn.HeaderText	진단	Diagnostic
PipelineHistory.stepSuggestedFixColumn.HeaderText	수정 제안	Suggested Fix
PipelineHistory.metricNameColumn.HeaderText	메트릭	Metric
PipelineHistory.metricValueColumn.HeaderText	값	Value
PipelineHistory.NoRunReport	실행 리포트가 없습니다.	No run report.
PipelineHistory.Pipeline	파이프라인: {0}	Pipeline: {0}
PipelineHistory.Started	시작: {0}	Started: {0}
PipelineHistory.Finished	종료: {0}	Finished: {0}
PipelineHistory.Total	전체: {0:0.0} ms   성공: {1}   전체 출력: {2}	Total: {0:0.0} ms   Success: {1}   All Outputs: {2}
PipelineBatchHistory.Text	파이프라인 배치 이력	Pipeline Batch History
PipelineBatchHistory.batchRunsLabel.Text	배치 실행 이력	Batch Runs
PipelineBatchHistory.sampleResultsLabel.Text	샘플 결과	Sample Results
PipelineBatchHistory.stepPreviewLabel.Text	Step 미리보기	Step Preview
PipelineBatchHistory.btnRefresh.Text	새로고침	Refresh
PipelineBatchHistory.btnOpenFolder.Text	폴더 열기	Open Folder
PipelineBatchHistory.resultSampleColumn.HeaderText	샘플	Sample
PipelineBatchHistory.resultStatusColumn.HeaderText	상태	Status
PipelineBatchHistory.resultSuccessColumn.HeaderText	판정	Pass
PipelineBatchHistory.resultElapsedColumn.HeaderText	ms	ms
PipelineBatchHistory.resultFailedStepColumn.HeaderText	실패 Step	Failed Step
PipelineBatchHistory.resultMessageColumn.HeaderText	메시지	Message
PipelineBatchHistory.stepIndexColumn.HeaderText	No	No
PipelineBatchHistory.stepStatusColumn.HeaderText	상태	Status
PipelineBatchHistory.stepNameColumn.HeaderText	이름	Name
PipelineBatchHistory.stepToolColumn.HeaderText	Tool	Tool
PipelineBatchHistory.stepElapsedColumn.HeaderText	ms	ms
PipelineBatchHistory.stepImageColumn.HeaderText	이미지	Image
PipelineBatchHistory.stepOverlayColumn.HeaderText	오버레이	Overlay
PipelineBatchHistory.stepMetricColumn.HeaderText	메트릭	Metric
PipelineBatchHistory.stepMessageColumn.HeaderText	메시지	Message
PipelineBatchHistory.metricNameColumn.HeaderText	메트릭	Metric
PipelineBatchHistory.metricValueColumn.HeaderText	값	Value
PipelineBatchHistory.NoBatchSummary	배치 요약이 없습니다.	No batch summary.
PipelineBatchHistory.NoSampleResult	샘플 결과가 없습니다.	No sample result.
PipelineBatchHistory.Sample	샘플: {0}	Sample: {0}
PipelineBatchHistory.StatusLine	상태: {0}   성공: {1}   전체: {2:0.0} ms	Status: {0}   Success: {1}   Total: {2:0.0} ms
PipelineBatchHistory.Message	메시지: {0}	Message: {0}
PipelineBatchHistory.Report	리포트: {0}	Report: {0}
PipelineBatchHistory.Pipeline	파이프라인: {0}	Pipeline: {0}
PipelineBatchHistory.Started	시작: {0}	Started: {0}
PipelineBatchHistory.Finished	종료: {0}	Finished: {0}
PipelineBatchHistory.Total	전체: {0}   Pass: {1}   Fail: {2}   소요: {3:0.0} ms	Total: {0}   Pass: {1}   Fail: {2}   Elapsed: {3:0.0} ms
PipelineBatchHistory.FilteredResultsZero	필터 결과: 0	Filtered Results: 0
PipelineBatchHistory.FilteredResults	필터 결과: {0}	Filtered Results: {0}
PipelineBatchHistory.StatusSummary	상태: {0}	Status: {0}
PipelineBatchHistory.FailedSteps	실패 Step: {0}	Failed Steps: {0}
PipelineBatchHistory.NoStep	(Step 없음)	(no step)
PipelineBatchHistory.None	없음	None
PipelineBatchHistory.Filter.All	전체	All
PipelineBatchHistory.Filter.Failed	실패	Failed
PipelineBatchHistory.Filter.Passed	통과	Passed
PipelineBatchHistory.Filter.Invalid	잘못된 설정	Invalid
PipelineBatchHistory.Filter.Error	오류	Error
PipelineBatchHistory.Filter.Timeout	시간 초과	Timeout
PipelineBatchHistory.Filter.Cancel	취소	Cancel
PipelineSamples.Text	파이프라인 샘플	Pipeline Samples
PipelineSamples.tabCatalog.Text	레시피 카탈로그	Recipe Catalog
PipelineSamples.tabSaved.Text	저장된 작업 영역	Saved Workspace
PipelineSamples.catalogSourcePreviewLabel.Text	입력 이미지	Source
PipelineSamples.catalogReferencePreviewLabel.Text	기대 결과	Expected Result
PipelineSamples.catalogReferenceEmptyLabel.Text	기대 결과 이미지 없음	No expected result yet
PipelineSamples.btnOpenCatalog.Text	열기 + 미리보기	Open + Preview
PipelineSamples.btnCheckCatalog.Text	샘플 검사	Check Sample
PipelineSamples.btnCheckPair.Text	쌍 검사	Check Pair
PipelineSamples.btnSaveCurrent.Text	현재 상태 저장	Save Current
PipelineSamples.btnLoad.Text	로드	Load
PipelineSamples.btnDelete.Text	삭제	Delete
PipelineSamples.btnRefresh.Text	새로고침	Refresh
PipelineSamples.btnOpenCatalog.ToolTip	선택한 샘플 이미지와 파이프라인을 열고 미리보기를 실행합니다.	Open the selected sample image and pipeline, then run Preview.
PipelineSamples.btnCheckCatalog.ToolTip	선택한 샘플이 기대 결과 범위에 들어오는지 검사합니다.	Check whether the selected sample meets its expected result.
PipelineSamples.btnCheckPair.ToolTip	Good/Bad 샘플 쌍을 같은 파이프라인으로 검사합니다.	Check Good/Bad sample pairs with the same pipeline.
PipelineSamples.btnSaveCurrent.ToolTip	현재 레이어 이미지를 샘플 세트로 저장합니다.	Save the current layer images as a sample set.
PipelineSamples.btnLoad.ToolTip	저장된 샘플 세트를 현재 작업 영역으로 로드합니다.	Load the saved sample set into the current workspace.
PipelineSamples.btnDelete.ToolTip	선택한 저장 샘플을 삭제합니다.	Delete the selected saved sample.
PipelineSamples.btnRefresh.ToolTip	샘플 목록과 카탈로그 상태를 다시 읽습니다.	Refresh sample lists and catalog status.
PipelineSamples.CoverageEmpty	카탈로그 커버리지: -	Catalog coverage: -
PipelineSamples.NoSample	샘플 없음	No sample
PipelineSamples.SelectRecipeSample	샘플 이미지, 파이프라인, 기대 결과를 확인할 레시피 샘플을 선택하십시오.	Select a recipe sample to load its image, pipeline, and expected result.
PipelineSamples.LearnEmpty	학습: -	Learn: -
PipelineSamples.ExpectedEmpty	기대 결과: -	Expected: -
PipelineSamples.SampleFallback	샘플	Sample
PipelineSamples.CoverageNone	없음	none
PipelineSamples.CoverageSummary	카탈로그 커버리지: {0}/{1} 폴더 | 미등록: {2}	Catalog coverage: {0}/{1} folders covered | Backlog: {2}
PipelineSamples.ExpectedHeaderEmpty	기대 결과: -	Expected: -
PipelineSamples.ExpectedHeaderPipeline	기대: {0} | 파이프라인: {1}	Expected: {0} | Pipeline: {1}
PipelineSamples.ExpectedHeaderPairPipeline	기대: {0} | 쌍: {1} | 파이프라인: {2}	Expected: {0} | Pair: {1} | Pipeline: {2}
PipelineSamples.ExpectedHeaderLast	기대: {0} | 마지막: {1} | 최종: {2}	Expected: {0} | Last: {1} | Final: {2}
PipelineSamples.ExpectedHeaderPairLast	기대: {0} | 쌍: {1} | 마지막: {2} | 최종: {3}	Expected: {0} | Pair: {1} | Last: {2} | Final: {3}
PipelineSamples.ExpectedMetricCount	메트릭 {0}개	{0} metrics
PipelineSamples.LearnPairMissing	학습: {0} | 쌍 비교: 대상 없음	Learn: {0} | Pair Compare: pair target missing
PipelineSamples.LearnFlowPairMissing	학습: {0} | 흐름: {1} | 쌍 비교: 대상 없음	Learn: {0} | Flow: {1} | Pair Compare: pair target missing
PipelineSamples.LearnPair	학습: {0} | 쌍 비교: {1}	Learn: {0} | Pair Compare: {1}
PipelineSamples.LearnFlowPair	학습: {0} | 흐름: {1} | 쌍 비교: {2}	Learn: {0} | Flow: {1} | Pair Compare: {2}
PipelineSamples.PairSummaryMissing	Good / Bad 쌍: {0}\n - 쌍 샘플이 카탈로그에 등록되지 않았습니다.	Good / Bad Pair: {0}\n - Matching pair sample is not registered in the catalog.
PipelineSamples.PairSummaryTitle	Good / Bad 쌍: {0} ({1}개 샘플)	Good / Bad Pair: {0} ({1} samples)
PipelineSamples.PairSummaryLastNotRun	마지막 검사 안 됨	Last not run
PipelineSamples.PairSummaryLast	마지막 {0} | 실제 {1} | 최종 {2}	Last {0} | actual {1} | final {2}
PipelineSamples.PairSummaryLine	 - {0} {1}: 기대 {2} | {3}	 - {0} {1}: expected {2} | {3}
PipelineSamples.PairSummaryPurpose	목적: 같은 Recipe를 OK/NG 기준 이미지에 실행하고 기대 메트릭 범위를 비교합니다.	Purpose: run the same recipe on OK/NG references and compare expected metric bounds.
PipelineSamples.ReferenceNotDefined	정의 안 됨	not defined
PipelineSamples.ReferenceMissing	{0} (없음)	{0} (missing)
PipelineSamples.NoCatalogSample	카탈로그 샘플이 없습니다.	No catalog sample.
PipelineSamples.Ready	준비됨	Ready
PipelineSamples.MissingFile	파일 없음	Missing file
PipelineSamples.LastCheckNotRun	마지막 검사: 실행 안 됨	Last check: Not run
PipelineSamples.LastCheck	마지막 검사: {0} | {1} | 최종: {2} | 오버레이: {3} | {4:0.0} ms | {5:HH:mm:ss}	Last check: {0} | {1} | Final: {2} | Overlays: {3} | {4:0.0} ms | {5:HH:mm:ss}
PipelineSamples.FailedStep	실패 Step: {0}	Failed step: {0}
PipelineSamples.Action	동작: {0}	Action: {0}
PipelineSamples.StepFlow	Step 흐름: {0}	Step flow: {0}
PipelineSamples.MetricReviewNotRun	메트릭 검토: 실행 안 됨	Metric review: Not run
PipelineSamples.ExpectedMetric	기대 메트릭: {0}	Expected metric: {0}
PipelineSamples.Pair	쌍: {0}	Pair: {0}
PipelineSamples.RecipeGuide	레시피 가이드: {0}	Recipe guide: {0}
PipelineSamples.Category	분류: {0}	Category: {0}
PipelineSamples.Goal	목표: {0}	Goal: {0}
PipelineSamples.Image	이미지: {0} ({1} x {2})	Image: {0} ({1} x {2})
PipelineSamples.Reference	기대 결과 이미지: {0}	Reference: {0}
PipelineSamples.Pipeline	파이프라인: {0}	Pipeline: {0}
PipelineSamples.OpenPreviewAction	동작: 열기 + 미리보기는 이 이미지와 레시피를 불러온 뒤 Pipeline에서 미리보기를 실행합니다.	Action: Open + Preview loads this image and recipe, then runs preview in Pipeline.
PipelineSamples.Validation	검증: {0}	Validation: {0}
PipelineSamples.State	상태: {0}	State: {0}
PipelineSamples.CheckMessage	검사 메시지: {0}	Check message: {0}
PipelineSamples.pairRoleColumn.HeaderText	역할	Role
PipelineSamples.pairSampleColumn.HeaderText	샘플	Sample
PipelineSamples.pairExpectedColumn.HeaderText	기대 결과	Expected
PipelineSamples.pairActualColumn.HeaderText	실제 결과	Actual
PipelineSamples.pairStatusColumn.HeaderText	상태	Status
PipelineSamples.SelectSample	샘플을 선택하십시오	Select a sample
PipelineSamples.NoExpectedResultYet	기대 결과 이미지 없음	No expected result yet
PipelineSamples.ExpectedResultNotFound	기대 결과 이미지를 찾을 수 없음	Expected result not found
PipelineSamples.NoSampleSet	저장된 샘플 세트가 없습니다.	No sample set.
PipelineSamples.SavedName	이름: {0}	Name: {0}
PipelineSamples.SavedLayers	레이어 수: {0}	Layers: {0}
PipelineSamples.SavedAt	저장 시간: {0:yyyy-MM-dd HH:mm:ss}	Saved: {0:yyyy-MM-dd HH:mm:ss}
PipelineSamples.SavedPath	경로: {0}	Path: {0}
PipelineSamples.Checking	검사 중...	Checking...
PipelineSamples.CheckingPair	쌍 검사 중...	Checking Pair...
PipelineSamples.ExpectedPipeline	기대 결과: {0} | 파이프라인: {1}	Expected: {0} | Pipeline: {1}
PipelineSamples.PairCheck	쌍 검사: {0} | {1}개 샘플	Pair Check: {0} | {1} samples
PipelineSamples.CheckingGoodBadPair	Good/Bad 쌍 검사 중: {0}	Checking Good/Bad pair: {0}
PipelineSamples.PairWaitingLine	 - {0} {1}: 대기	 - {0} {1}: waiting
PipelineSamples.SaveSampleTitle	샘플 저장	Save Sample
PipelineSamples.SampleName	샘플 이름	Sample Name
PipelineSamples.MessageTitle	파이프라인 샘플	Pipeline Samples
PipelineSamples.SampleSaved	샘플을 저장했습니다. 레이어 수: {0}	Sample saved. Layers: {0}
PipelineSamples.SampleLoaded	샘플을 로드했습니다. 레이어 수: {0}	Sample loaded. Layers: {0}
PipelineSamples.DeleteSampleConfirm	샘플 '{0}'을 삭제하시겠습니까?	Delete sample '{0}'?
PipelineAddStep.Text	파이프라인 Step 추가	Add Pipeline Step
PipelineAddStep.captionLabel.Text	파이프라인 Step 추가	Add Pipeline Step
PipelineAddStep.positionLabel.Text	추가 위치	Position
PipelineAddStep.toolLabel.Text	1. Tool	1. Tool
PipelineAddStep.stepNameLabel.Text	2. Step 이름	2. Step Name
PipelineAddStep.inputLayerLabel.Text	3. 입력 이미지	3. Input Source
PipelineAddStep.outputLayerLabel.Text	4. 출력 이미지	4. Output Result
PipelineAddStep.inputCardTitle.Text	INPUT	INPUT
PipelineAddStep.toolCardTitle.Text	TOOL	TOOL
PipelineAddStep.outputCardTitle.Text	OUTPUT	OUTPUT
PipelineAddStep.chkAllowBranch.Text	분기 입력 허용	Allow branch input
PipelineAddStep.btnCancel.Text	취소	Cancel
PipelineAddStep.btnAdd.Text	Step 추가	Add Step
PipelineAddStep.cbToolType.ToolTip	파이프라인에 추가할 Vision Tool입니다.	Vision tool to add to the pipeline.
PipelineAddStep.insertPositionValue.ToolTip	새 Step이 삽입될 위치입니다.	Where the new step will be inserted.
PipelineAddStep.tbStepName.ToolTip	Step 목록과 로그에 표시될 이름입니다.	Name shown in the step list and run log.
PipelineAddStep.cbInputLayer.ToolTip	이 Step이 읽을 이미지입니다. 기본값은 이전 Step 출력이며, 다른 레이어를 고르면 분기 흐름입니다.	Image source used by this step. The previous output is selected by default; choosing another layer creates a branch.
PipelineAddStep.tbOutputLayer.ToolTip	이 Step이 생성할 결과 레이어입니다. 입력과 다른 이름을 사용해야 합니다.	Result layer created by this step. Keep it different from the input source.
PipelineAddStep.flowPreviewPanel.ToolTip	새 Step이 파이프라인 흐름에 어떻게 연결되는지 보여줍니다.	Shows how this new step will connect to the pipeline.
PipelineAddStep.chkAllowBranch.ToolTip	이전 Step 출력이 아닌 별도 레이어를 의도적으로 읽을 때만 켭니다.	Turn this on only when this step should intentionally read from a layer other than the previous output.
PipelineAddStep.AppendToPipeline	파이프라인 끝에 추가	Append to pipeline
